,0,1,2,3
484,24,[   2    4    6 ... 2880 2881 2883],[ 0  1  7  8 14 15],"[1033.4369431629013, 0.9958620689655172, 4.573634766493044e-06]"
485,24,[   0    1    5 ... 2875 2876 2879],[ 2  5  8 10 11 12 13 15 16],"[908.4764016577923, 0.9935064935064936, 4.710470657447019e-06]"
486,24,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.5186983477239, 0.9931176875430144, 4.780993587391552e-06]"
487,24,[   0    1    6 ... 2876 2880 2881],[ 1  3  4  6  8  9 15],"[1085.4148415323277, 0.9953426480372588, 4.930767307278219e-06]"
488,24,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[939.4695535442722, 0.9959044368600682, 4.603718869721507e-06]"
489,24,[   0    1    3 ... 2876 2879 2881],[ 1  7  8  9 11 12 14 15],"[920.9436706454244, 0.9943899018232819, 4.878531868277458e-06]"
490,24,[   0    4    7 ... 2880 2881 2882],[2 4 5 7],"[885.5231750822035, 0.9973154362416108, 4.750189779873446e-06]"
491,24,[   1    3    4 ... 2877 2878 2883],[ 0  3  5  6  9 10 12 14 15 16],"[1094.759388007219, 0.99322951929587, 4.870668842908863e-06]"
492,24,[   0    1    2 ... 2875 2876 2877],[ 1  4  7 10 11 14 16],"[958.7633172290946, 0.9952283571915473, 4.754298799580782e-06]"
493,24,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1083.1371641189062, 0.993103448275862, 4.70925732845842e-06]"
494,24,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.5313249702132, 0.9931129476584022, 4.78384175666274e-06]"
495,24,[   0    6    9 ... 2879 2880 2883],[ 0  4  6  8  9 10 11 12 14 16],"[1021.0772595870758, 0.9932569116655429, 4.6110061057075165e-06]"
496,24,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.9099596994678, 0.9931224209078404, 4.784144212369217e-06]"
497,24,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[939.2152956630038, 0.9959016393442623, 4.601562503914749e-06]"
498,24,[   2    4    6 ... 2880 2881 2883],[ 0  1  7  8 14 15],"[1033.1150758084668, 0.9958649207443143, 4.571303082576835e-06]"
499,24,[   0    1    6 ... 2876 2880 2881],[ 1  3  4  6  8  9 15],"[1085.977492622046, 0.9953395472703063, 4.933220374426696e-06]"
500,25,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1083.1371641189062, 0.993103448275862, 4.70925732845842e-06]"
501,25,[   0    1    5 ... 2878 2879 2882],[ 2  6  9 10 11 14],"[940.4822258806265, 0.9958534899792675, 5.191440884950321e-06]"
502,25,[   0    1    4 ... 2881 2882 2883],[ 0  1  2  3  4  5  7  8 10 13 14 15 16],"[1110.8363336864363, 0.990990990990991, 4.650085925279627e-06]"
503,25,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[875.2509646388335, 0.9965397923875432, 4.545734658360562e-06]"
504,25,[   2    4    6 ... 2880 2881 2883],[ 0  1  7  8 14 15],"[1033.4369431629013, 0.9958620689655172, 4.573634766493044e-06]"
505,25,[   0    1    5 ... 2875 2876 2879],[ 2  5  8 10 11 12 13 15 16],"[908.4764016577923, 0.9935064935064936, 4.710470657447019e-06]"
506,25,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.5186983477239, 0.9931176875430144, 4.780993587391552e-06]"
507,25,[   0    1    6 ... 2876 2880 2881],[ 1  3  4  6  8  9 15],"[1085.4148415323277, 0.9953426480372588, 4.930767307278219e-06]"
508,25,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[939.4695535442722, 0.9959044368600682, 4.603718869721507e-06]"
509,25,[   0    1    3 ... 2876 2879 2881],[ 1  7  8  9 11 12 14 15],"[920.9436706454244, 0.9943899018232819, 4.878531868277458e-06]"
510,25,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.0095071604395, 0.9931224209078404, 4.782477631187171e-06]"
511,25,[   0    1    6 ... 2876 2880 2881],[ 1  3  4  6  8  9 15],"[1085.7360097675323, 0.9953395472703063, 4.929486050874605e-06]"
512,25,[   0    4    6 ... 2880 2881 2883],[ 0  1  2  4  5  6 11 14 15 16],"[1171.4889252935168, 0.9931176875430144, 4.636037726864313e-06]"
513,25,[   1    5    6 ... 2878 2881 2882],[ 1  3  4  5  7 10 12 13 14 15 16],"[945.9681159414151, 0.9924914675767919, 4.819719148777083e-06]"
514,25,[   0    1    4 ... 2881 2882 2883],[ 0  1  2  3  4  5  7  8 10 13 14 15 16],"[1110.3406683469661, 0.9909972299168975, 4.647371779238266e-06]"
515,25,[   0    6    8 ... 2869 2875 2881],[ 1  3  4  6  8  9 11 13 15],"[1046.7670326017953, 0.9940750493745886, 4.893563689549375e-06]"
516,25,[   1    6    9 ... 2876 2879 2880],[ 2  4  5  9 10 12 16],"[1031.6293023862254, 0.995162404975812, 4.881742667128495e-06]"
517,25,[   0    1    6 ... 2876 2880 2881],[ 1  3  4  6  8  9 15],"[1085.4196250701395, 0.9953395472703063, 4.933419410555036e-06]"
518,25,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[875.2509646388335, 0.9965397923875432, 4.545734658360562e-06]"
519,25,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1083.1371641189062, 0.993103448275862, 4.70925732845842e-06]"
520,26,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1083.1371641189062, 0.993103448275862, 4.70925732845842e-06]"
521,26,[   0    1    5 ... 2878 2879 2882],[ 2  6  9 10 11 14],"[940.4822258806265, 0.9958534899792675, 5.191440884950321e-06]"
522,26,[   0    1    4 ... 2881 2882 2883],[ 0  1  2  3  4  5  7  8 10 13 14 15 16],"[1110.8363336864363, 0.990990990990991, 4.650085925279627e-06]"
523,26,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[875.2509646388335, 0.9965397923875432, 4.545734658360562e-06]"
524,26,[   2    4    6 ... 2880 2881 2883],[ 0  1  7  8 14 15],"[1033.4369431629013, 0.9958620689655172, 4.573634766493044e-06]"
525,26,[   0    1    5 ... 2875 2876 2879],[ 2  5  8 10 11 12 13 15 16],"[908.4764016577923, 0.9935064935064936, 4.710470657447019e-06]"
526,26,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.5186983477239, 0.9931176875430144, 4.780993587391552e-06]"
527,26,[   0    1    6 ... 2876 2880 2881],[ 1  3  4  6  8  9 15],"[1085.4148415323277, 0.9953426480372588, 4.930767307278219e-06]"
528,26,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[939.4695535442722, 0.9959044368600682, 4.603718869721507e-06]"
529,26,[   0    1    3 ... 2876 2879 2881],[ 1  7  8  9 11 12 14 15],"[920.9436706454244, 0.9943899018232819, 4.878531868277458e-06]"
530,26,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[938.99814362527, 0.9959072305593452, 4.608798408899454e-06]"
531,26,[   0    1    7 ... 2879 2880 2882],[ 3  4  6  9 10 11 13 14],"[836.149650192766, 0.9944636678200692, 5.028253455602868e-06]"
532,26,[   4    6    8 ... 2872 2881 2883],[ 0  1  3  8 16],"[1102.1860195352067, 0.9965397923875432, 4.3400009787145315e-06]"
533,26,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[939.1249711244324, 0.9959016393442623, 4.600164285103809e-06]"
534,26,[   0    1    5 ... 2878 2879 2882],[ 2  6  9 10 11 14],"[939.9048731167265, 0.9958563535911602, 5.191241989949635e-06]"
535,26,[   0    1    2 ... 2879 2880 2881],[ 1  4  5  6  7  8 10 11 13 14 16],"[889.5782718120514, 0.992280701754386, 4.716588279259243e-06]"
536,26,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[875.2509646388335, 0.9965397923875432, 4.545734658360562e-06]"
537,26,[   2    3    6 ... 2879 2880 2881],[ 2  6  8 14 15 16],"[921.8166513542513, 0.9958734525447043, 4.88794940542231e-06]"
538,26,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[939.4695535442722, 0.9959044368600682, 4.603718869721507e-06]"
539,26,[   0    1    5 ... 2878 2879 2882],[ 2  6  9 10 11 14],"[940.4822258806265, 0.9958534899792675, 5.191440884950321e-06]"
540,27,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1083.1371641189062, 0.993103448275862, 4.70925732845842e-06]"
541,27,[   0    1    5 ... 2878 2879 2882],[ 2  6  9 10 11 14],"[940.4822258806265, 0.9958534899792675, 5.191440884950321e-06]"
542,27,[   0    1    4 ... 2881 2882 2883],[ 0  1  2  3  4  5  7  8 10 13 14 15 16],"[1110.8363336864363, 0.990990990990991, 4.650085925279627e-06]"
543,27,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[875.2509646388335, 0.9965397923875432, 4.545734658360562e-06]"
544,27,[   2    4    6 ... 2880 2881 2883],[ 0  1  7  8 14 15],"[1033.4369431629013, 0.9958620689655172, 4.573634766493044e-06]"
545,27,[   0    1    5 ... 2875 2876 2879],[ 2  5  8 10 11 12 13 15 16],"[908.4764016577923, 0.9935064935064936, 4.710470657447019e-06]"
546,27,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.5186983477239, 0.9931176875430144, 4.780993587391552e-06]"
547,27,[   0    1    6 ... 2876 2880 2881],[ 1  3  4  6  8  9 15],"[1085.4148415323277, 0.9953426480372588, 4.930767307278219e-06]"
548,27,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[939.4695535442722, 0.9959044368600682, 4.603718869721507e-06]"
549,27,[   0    1    3 ... 2876 2879 2881],[ 1  7  8  9 11 12 14 15],"[920.9436706454244, 0.9943899018232819, 4.878531868277458e-06]"
550,27,[   0    1    4 ... 2879 2881 2883],[ 0  1  4  7  8 10 11],"[1163.0829865649453, 0.9951890034364261, 4.505214729268744e-06]"
551,27,[   0    1    4 ... 2881 2882 2883],[ 0  1  2  3  4  5  7  8 10 13 14 15 16],"[1110.8363336864363, 0.990990990990991, 4.650085925279627e-06]"
552,27,[   0    1    4 ... 2881 2882 2883],[ 0  1  2  3  4  5  7  8 10 13 14 15 16],"[1110.5730565319163, 0.9909972299168975, 4.647131045716266e-06]"
553,27,[   0    1    2 ... 2879 2882 2883],[ 0  1  4  5 10 13 14 15],"[1136.2477633053672, 0.9944598337950139, 4.758679307577992e-06]"
554,27,[   0    1    3 ... 2871 2877 2881],[ 1  4  8 15],"[944.4343651661346, 0.9972789115646259, 4.847117992587412e-06]"
555,27,[   2    4    6 ... 2880 2881 2883],[ 0  1  7  8 14 15],"[1033.4369431629013, 0.9958620689655172, 4.573634766493044e-06]"
556,27,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.5186983477239, 0.9931176875430144, 4.780993587391552e-06]"
557,27,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1083.1371641189062, 0.993103448275862, 4.70925732845842e-06]"
558,27,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[875.2509646388335, 0.9965397923875432, 4.545734658360562e-06]"
559,27,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1083.1371641189062, 0.993103448275862, 4.70925732845842e-06]"
560,28,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1083.1371641189062, 0.993103448275862, 4.70925732845842e-06]"
561,28,[   0    1    5 ... 2878 2879 2882],[ 2  6  9 10 11 14],"[940.4822258806265, 0.9958534899792675, 5.191440884950321e-06]"
562,28,[   0    1    4 ... 2881 2882 2883],[ 0  1  2  3  4  5  7  8 10 13 14 15 16],"[1110.8363336864363, 0.990990990990991, 4.650085925279627e-06]"
563,28,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[875.2509646388335, 0.9965397923875432, 4.545734658360562e-06]"
564,28,[   2    4    6 ... 2880 2881 2883],[ 0  1  7  8 14 15],"[1033.4369431629013, 0.9958620689655172, 4.573634766493044e-06]"
565,28,[   0    1    5 ... 2875 2876 2879],[ 2  5  8 10 11 12 13 15 16],"[908.4764016577923, 0.9935064935064936, 4.710470657447019e-06]"
566,28,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.5186983477239, 0.9931176875430144, 4.780993587391552e-06]"
567,28,[   0    1    6 ... 2876 2880 2881],[ 1  3  4  6  8  9 15],"[1085.4148415323277, 0.9953426480372588, 4.930767307278219e-06]"
568,28,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[939.4695535442722, 0.9959044368600682, 4.603718869721507e-06]"
569,28,[   0    1    3 ... 2876 2879 2881],[ 1  7  8  9 11 12 14 15],"[920.9436706454244, 0.9943899018232819, 4.878531868277458e-06]"
570,28,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1083.6274585314065, 0.9930986887508627, 4.711770178805739e-06]"
571,28,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.1284022872917, 0.9931224209078404, 4.778510942253834e-06]"
572,28,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[874.9799176628807, 0.9965421853388658, 4.546123659316235e-06]"
573,28,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[939.3888417652064, 0.9959016393442623, 4.6043766014987775e-06]"
574,28,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[874.9604762697305, 0.9965421853388658, 4.542794821216128e-06]"
575,28,[   0    1    5 ... 2878 2879 2882],[ 2  6  8  9 10 11 16],"[976.045254689634, 0.995225102319236, 5.029936144529207e-06]"
576,28,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[874.8650516041773, 0.9965421853388658, 4.54357041834324e-06]"
577,28,[   0    1    5 ... 2878 2879 2882],[ 2  6  9 10 11 14],"[940.7856963699694, 0.995850622406639, 5.194506730209921e-06]"
578,28,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[911.9883425933109, 0.9931224209078404, 4.781109851797015e-06]"
579,28,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[875.7050774242066, 0.9965373961218836, 4.545253581656815e-06]"
580,29,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1083.1371641189062, 0.993103448275862, 4.70925732845842e-06]"
581,29,[   0    1    5 ... 2878 2879 2882],[ 2  6  9 10 11 14],"[940.4822258806265, 0.9958534899792675, 5.191440884950321e-06]"
582,29,[   0    1    4 ... 2881 2882 2883],[ 0  1  2  3  4  5  7  8 10 13 14 15 16],"[1110.8363336864363, 0.990990990990991, 4.650085925279627e-06]"
583,29,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[875.2509646388335, 0.9965397923875432, 4.545734658360562e-06]"
584,29,[   2    4    6 ... 2880 2881 2883],[ 0  1  7  8 14 15],"[1033.4369431629013, 0.9958620689655172, 4.573634766493044e-06]"
585,29,[   0    1    5 ... 2875 2876 2879],[ 2  5  8 10 11 12 13 15 16],"[908.4764016577923, 0.9935064935064936, 4.710470657447019e-06]"
586,29,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.5186983477239, 0.9931176875430144, 4.780993587391552e-06]"
587,29,[   0    1    6 ... 2876 2880 2881],[ 1  3  4  6  8  9 15],"[1085.4148415323277, 0.9953426480372588, 4.930767307278219e-06]"
588,29,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[939.4695535442722, 0.9959044368600682, 4.603718869721507e-06]"
589,29,[   0    1    3 ... 2876 2879 2881],[ 1  7  8  9 11 12 14 15],"[920.9436706454244, 0.9943899018232819, 4.878531868277458e-06]"
590,29,[   0    4    5 ... 2871 2876 2883],[ 0  1  5  6  7  9 10 11 12 14 15],"[1114.2649367032038, 0.9925925925925926, 4.941979532775404e-06]"
591,29,[   0    2    3 ... 2870 2877 2882],[ 1  2  4  6  7  8  9 10 13 14 15 16],"[1053.8966844011643, 0.9918032786885246, 5.0775703343647295e-06]"
592,29,[   0    1    4 ... 2881 2882 2883],[ 0  1  2  3  4  5  7  8 10 13 14 15 16],"[1110.7427754630817, 0.9909972299168975, 4.647367479867532e-06]"
593,29,[   0    1    3 ... 2877 2878 2881],[ 1  5 11 12],"[827.3926151454119, 0.9972356599861782, 4.3973433555245074e-06]"
594,29,[   2    5    6 ... 2881 2882 2883],[ 0  1  5 10 16],"[1145.926661887109, 0.9966329966329966, 4.51045616704628e-06]"
595,29,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1083.09933272569, 0.9931082012405238, 4.714432715966926e-06]"
596,29,[   2    4    6 ... 2880 2881 2883],[ 0  1  7  8 14 15],"[1033.4369431629013, 0.9958620689655172, 4.573634766493044e-06]"
597,29,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.5186983477239, 0.9931176875430144, 4.780993587391552e-06]"
598,29,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1085.8087723051335, 0.9931082012405238, 4.70838539935758e-06]"
599,29,[   0    4    6 ... 2880 2881 2883],[ 0  2  4  8  9 14 15],"[1239.8172876505018, 0.9952638700947226, 4.9970818669225214e-06]"
600,30,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1083.1371641189062, 0.993103448275862, 4.70925732845842e-06]"
601,30,[   0    1    5 ... 2878 2879 2882],[ 2  6  9 10 11 14],"[940.4822258806265, 0.9958534899792675, 5.191440884950321e-06]"
602,30,[   0    1    4 ... 2881 2882 2883],[ 0  1  2  3  4  5  7  8 10 13 14 15 16],"[1110.8363336864363, 0.990990990990991, 4.650085925279627e-06]"
603,30,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[875.2509646388335, 0.9965397923875432, 4.545734658360562e-06]"
604,30,[   2    4    6 ... 2880 2881 2883],[ 0  1  7  8 14 15],"[1033.4369431629013, 0.9958620689655172, 4.573634766493044e-06]"
605,30,[   0    1    5 ... 2875 2876 2879],[ 2  5  8 10 11 12 13 15 16],"[908.4764016577923, 0.9935064935064936, 4.710470657447019e-06]"
606,30,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.5186983477239, 0.9931176875430144, 4.780993587391552e-06]"
607,30,[   0    1    6 ... 2876 2880 2881],[ 1  3  4  6  8  9 15],"[1085.4148415323277, 0.9953426480372588, 4.930767307278219e-06]"
608,30,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[939.4695535442722, 0.9959044368600682, 4.603718869721507e-06]"
609,30,[   0    1    3 ... 2876 2879 2881],[ 1  7  8  9 11 12 14 15],"[920.9436706454244, 0.9943899018232819, 4.878531868277458e-06]"
610,30,[   0    1    2 ... 2880 2881 2883],[ 0  1  4  7  8 11 14 15 16],"[1091.7698419906815, 0.9938524590163934, 4.539350616040962e-06]"
611,30,[   0    1    6 ... 2876 2880 2881],[ 1  3  4  6  8  9 15],"[1085.4148415323277, 0.9953426480372588, 4.930767307278219e-06]"
612,30,[   0    1    2 ... 2878 2880 2881],[ 1  5  7  8 11 13 14 15 16],"[851.7799004185784, 0.9938482570061518, 4.699511079768721e-06]"
613,30,[   0    1    6 ... 2876 2880 2881],[ 1  3  4  6  8  9 15],"[1085.4148415323277, 0.9953426480372588, 4.930767307278219e-06]"
614,30,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[875.2509646388335, 0.9965397923875432, 4.545734658360562e-06]"
615,30,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[939.4695535442722, 0.9959044368600682, 4.603718869721507e-06]"
616,30,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1083.1371641189062, 0.993103448275862, 4.70925732845842e-06]"
617,30,[   0    1    5 ... 2878 2879 2882],[ 2  6  9 10 11 14],"[940.4822258806265, 0.9958534899792675, 5.191440884950321e-06]"
618,30,[   0    1    5 ... 2878 2881 2882],[ 4 10 12 14 16],"[699.3569220264906, 0.9965156794425087, 4.885030541281002e-06]"
619,30,[   4    8   10 ... 2880 2881 2882],[ 1  2  3  4  5  7  8 10 13 14 15],"[1020.0543850088696, 0.9922096317280453, 4.57004578513813e-06]"
620,31,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1083.1371641189062, 0.993103448275862, 4.70925732845842e-06]"
621,31,[   0    1    5 ... 2878 2879 2882],[ 2  6  9 10 11 14],"[940.4822258806265, 0.9958534899792675, 5.191440884950321e-06]"
622,31,[   0    1    4 ... 2881 2882 2883],[ 0  1  2  3  4  5  7  8 10 13 14 15 16],"[1110.8363336864363, 0.990990990990991, 4.650085925279627e-06]"
623,31,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[875.2509646388335, 0.9965397923875432, 4.545734658360562e-06]"
624,31,[   2    4    6 ... 2880 2881 2883],[ 0  1  7  8 14 15],"[1033.4369431629013, 0.9958620689655172, 4.573634766493044e-06]"
625,31,[   0    1    5 ... 2875 2876 2879],[ 2  5  8 10 11 12 13 15 16],"[908.4764016577923, 0.9935064935064936, 4.710470657447019e-06]"
626,31,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.5186983477239, 0.9931176875430144, 4.780993587391552e-06]"
627,31,[   0    1    6 ... 2876 2880 2881],[ 1  3  4  6  8  9 15],"[1085.4148415323277, 0.9953426480372588, 4.930767307278219e-06]"
628,31,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[939.4695535442722, 0.9959044368600682, 4.603718869721507e-06]"
629,31,[   0    1    3 ... 2876 2879 2881],[ 1  7  8  9 11 12 14 15],"[920.9436706454244, 0.9943899018232819, 4.878531868277458e-06]"
630,31,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[875.2509646388335, 0.9965397923875432, 4.545734658360562e-06]"
631,31,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.5186983477239, 0.9931176875430144, 4.780993587391552e-06]"
632,31,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1083.1371641189062, 0.993103448275862, 4.70925732845842e-06]"
633,31,[   0    1    2 ... 2880 2881 2882],[ 1  2  3  4  7  8  9 10 11 16],"[1135.0625593419056, 0.9931600547195623, 4.867572595388601e-06]"
634,31,[   1    3    5 ... 2878 2881 2882],[ 1  2  5  8 10 12 15],"[1045.9533177012538, 0.9952638700947226, 4.62269693489316e-06]"
635,31,[   2    4    6 ... 2880 2881 2883],[ 0  1  7  8 14 15],"[1033.5690510844358, 0.9958649207443143, 4.5771666548111e-06]"
636,31,[   0    1    2 ... 2880 2881 2882],[ 4  7  8 10 11 13 14],"[772.2574651618443, 0.995053003533569, 4.8236036543086704e-06]"
637,31,[   0    1    4 ... 2881 2882 2883],[ 0  1  2  3  4  5  7  8 10 13 14 15 16],"[1110.8363336864363, 0.990990990990991, 4.650085925279627e-06]"
638,31,[   0    1    5 ... 2878 2879 2882],[ 2  6  9 10 11 14],"[940.4822258806265, 0.9958534899792675, 5.191440884950321e-06]"
639,31,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.5186983477239, 0.9931176875430144, 4.780993587391552e-06]"
640,32,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1083.1371641189062, 0.993103448275862, 4.70925732845842e-06]"
641,32,[   0    1    5 ... 2878 2879 2882],[ 2  6  9 10 11 14],"[940.4822258806265, 0.9958534899792675, 5.191440884950321e-06]"
642,32,[   0    1    4 ... 2881 2882 2883],[ 0  1  2  3  4  5  7  8 10 13 14 15 16],"[1110.8363336864363, 0.990990990990991, 4.650085925279627e-06]"
643,32,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[875.2509646388335, 0.9965397923875432, 4.545734658360562e-06]"
644,32,[   2    4    6 ... 2880 2881 2883],[ 0  1  7  8 14 15],"[1033.4369431629013, 0.9958620689655172, 4.573634766493044e-06]"
645,32,[   0    1    5 ... 2875 2876 2879],[ 2  5  8 10 11 12 13 15 16],"[908.4764016577923, 0.9935064935064936, 4.710470657447019e-06]"
646,32,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.5186983477239, 0.9931176875430144, 4.780993587391552e-06]"
647,32,[   0    1    6 ... 2876 2880 2881],[ 1  3  4  6  8  9 15],"[1085.4148415323277, 0.9953426480372588, 4.930767307278219e-06]"
648,32,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[939.4695535442722, 0.9959044368600682, 4.603718869721507e-06]"
649,32,[   0    1    3 ... 2876 2879 2881],[ 1  7  8  9 11 12 14 15],"[920.9436706454244, 0.9943899018232819, 4.878531868277458e-06]"
650,32,[   0    1    6 ... 2876 2880 2881],[ 1  3  4  6  8  9 15],"[1085.4148415323277, 0.9953426480372588, 4.930767307278219e-06]"
651,32,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[939.4695535442722, 0.9959044368600682, 4.603718869721507e-06]"
652,32,[   2    4    6 ... 2880 2881 2883],[ 0  1  7  8 14 15],"[1033.7813148783982, 0.9958592132505176, 4.576054162456615e-06]"
653,32,[   0    1    2 ... 2878 2880 2881],[ 4  7  8  9 10 11 13 15 16],"[882.8801632742504, 0.9937413073713491, 5.016337044324722e-06]"
654,32,[   0    1    4 ... 2881 2882 2883],[ 0  1  3  5  6  7  9 10 12 13 16],"[1127.5901573391961, 0.9924502402196294, 4.602081804177339e-06]"
655,32,[   0    1    6 ... 2876 2880 2881],[ 1  3  4  6  8  9 15],"[1084.8950978206328, 0.995345744680851, 4.927620448532139e-06]"
656,32,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[875.7234855472258, 0.9965373961218836, 4.540781963766899e-06]"
657,32,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[938.9277163919231, 0.9959072305593452, 4.607099700417523e-06]"
658,32,[   0    1    2 ... 2878 2880 2881],[ 1  4  7  8 10 11 13 14 15 16],"[912.5186983477239, 0.9931176875430144, 4.780993587391552e-06]"
659,32,[   0    1    5 ... 2878 2881 2882],[ 1  5  7 10 12 16],"[939.4695535442722, 0.9959044368600682, 4.603718869721507e-06]"
660,33,[   0    1    2 ... 2878 2879 2883],[ 0  1  4  5  7  8 10 12 14 15],"[1083.1371641189062, 0.993103448275862, 4.70925732845842e-06]"
661,33,[   0    1    5 ... 2878 2879 2882],[ 2  6  9 10 11 14],"[940.4822258806265, 0.9958534899792675, 5.191440884950321e-06]"
662,33,[   0    1    4 ... 2881 2882 2883],[ 0  1  2  3  4  5  7  8 10 13 14 15 16],"[1110.8363336864363, 0.990990990990991, 4.650085925279627e-06]"
663,33,[   0    1    6 ... 2873 2875 2879],[ 4  5  9 12 16],"[875.2509646388335, 0.9965397923875432, 4.545734658360562e-06]"
664,33,[   2    4    6 ... 2880 2881 2883],[ 0  1  7  8 14 15],"[1033.4369431629013, 0.9958620689655172, 4.573634766493044e-06]"
